height_cm,weight_kg,body fat_%,sit-ups counts,broad jump_cm
157.7,52.9,26.8,47.0,173.0
178.4,86.8,24.4,38.0,233.0
174.8,73.4,24.4,49.0,223.0
164.2,54.2,17.4,55.0,153.0
179.7,81.2,23.9,32.0,247.0
175.7,64.7,9.9,55.0,221.0
160.2,71.3,38.4,18.0,125.0
167.5,76.2,18.7,61.0,254.0
175.7,65.8,15.4,45.0,223.0
179.0,83.4,26.8,32.0,182.0
167.8,61.6,24.2,51.0,177.0
180.0,67.2,14.3,62.0,239.0
172.7,66.1,18.3,51.0,221.0
152.9,45.0,20.8,46.0,182.0
175.2,85.3,14.7,57.0,266.0
172.5,73.9,21.2,36.0,189.0
165.7,58.1,17.9,29.0,200.0
165.0,52.4,19.7,35.0,170.0
148.0,48.8,28.5,22.0,133.0
175.4,72.4,24.5,47.0,169.0
165.6,48.6,16.0,40.0,161.0
164.3,58.3,22.9,41.0,183.0
169.9,79.6,24.1,49.0,166.0
174.7,76.2,20.5,34.0,239.0
178.6,79.1,17.5,50.0,216.0
164.5,55.6,9.0,39.0,173.0
169.5,65.3,15.7,38.0,185.0
180.0,78.9,17.9,63.0,265.0
160.2,55.8,27.1,26.0,154.0
152.3,49.5,31.0,0.0,131.0
181.4,102.0,25.8,38.0,252.0
173.3,70.0,14.2,38.0,199.0
172.0,74.9,12.6,65.0,235.0
178.5,80.1,17.5,70.0,235.0
179.4,119.6,32.6,37.0,164.0
170.7,70.0,22.5,30.0,179.0
172.8,69.48,20.9,46.0,224.0
176.1,73.0,19.8,36.0,217.0
172.1,80.6,17.2,51.0,233.0
177.2,78.4,22.0,51.0,222.0
173.4,69.2,16.8,47.0,233.0
166.0,77.4,26.3,22.0,184.0
156.3,53.8,33.9,13.0,106.0
147.5,53.7,37.1,15.0,142.0
165.0,86.9,28.9,51.0,242.0
179.3,75.1,16.7,53.0,182.0
169.8,84.1,25.0,40.0,220.0
170.6,74.9,21.8,59.0,237.0
174.3,75.94,18.8,43.0,213.0
173.0,86.5,23.5,69.0,257.0
168.0,71.0,17.7,68.0,245.0
159.5,48.8,24.3,43.0,173.0
176.5,84.2,17.2,47.0,250.0
175.0,70.7,16.9,53.0,236.0
175.4,71.7,14.7,49.0,223.0
172.0,68.3,19.5,27.0,211.0
172.9,72.9,13.1,63.0,240.0
165.5,80.74,44.4,18.0,137.0
173.6,72.3,16.5,56.0,240.0
176.2,70.3,18.7,41.0,222.0
169.2,56.9,28.3,26.0,148.0
164.6,57.0,20.2,48.0,182.0
176.0,87.7,27.5,61.0,204.0
170.5,69.5,17.6,44.0,182.0
164.5,66.8,17.6,47.0,227.0
190.9,70.3,19.1,41.0,198.0
178.8,73.38,7.8,54.0,223.0
166.2,65.5,21.45024,33.0,181.0
161.2,53.6,30.5,19.0,173.0
184.3,74.5,18.6,54.0,222.0
174.0,86.2,25.3,49.0,201.0
162.5,52.5,21.0,32.0,149.0
172.2,70.1,16.0,49.0,226.0
165.8,58.0,23.9,24.0,158.0
170.1,81.0,37.2,47.0,160.0
172.8,73.1,19.9,46.0,223.0
171.9,66.7,20.2,36.0,195.0
170.9,62.2,18.4,50.0,208.0
159.1,51.6,22.0,46.0,157.0
150.3,49.1,33.6,16.0,130.0
172.5,60.9,25.2,55.0,136.0
171.9,80.5,29.0,15.0,202.0
171.0,69.3,17.1,56.0,216.0
167.0,63.1,19.4,49.0,207.0
156.8,60.6,30.2,34.0,162.0
167.9,60.7,22.0,43.0,170.0
167.1,72.0,20.5,27.0,177.0
167.6,52.3,22.4,37.0,154.0
175.0,95.7,36.6,42.0,204.0
153.2,48.6,20.0,28.0,178.0
186.4,64.5,8.7,57.0,255.0
170.9,63.68,13.5,41.0,198.0
176.8,79.6,23.1,50.0,203.0
178.1,78.9,11.6,52.0,226.0
165.8,68.5,27.4,38.0,200.0
159.6,48.38,27.5,13.0,146.0
176.8,77.8,21.1,43.0,188.0
173.4,69.1,22.2,43.0,198.0
170.5,71.8,29.8,44.0,185.0
164.4,61.3,18.7,43.0,199.0
170.4,61.7,13.5413,51.0,229.0
166.2,51.8,16.5,40.0,165.0
171.0,79.6,30.5,45.0,205.0
179.7,78.2,16.2,53.0,252.0
172.4,67.98,14.4,59.0,236.0
173.0,57.6,16.2,40.0,175.0
167.1,69.5,26.0,42.0,201.0
153.2,56.0,42.0,0.0,103.0
160.6,58.3,29.3,39.0,175.0
178.3,85.7,30.3,52.0,234.0
158.7,61.74,38.0,30.0,147.0
155.4,53.3,27.9,23.0,134.0
164.7,59.4,19.9,51.0,202.0
172.0,70.0,15.0,55.0,230.0
175.9,77.9,20.7,40.0,226.0
165.7,51.94,19.1,42.0,196.0
178.9,63.2,7.5,47.0,213.0
170.1,69.6,22.7,45.0,257.0
180.5,74.8,13.4,35.0,200.0
171.2,68.3,19.6,42.0,208.0
148.6,66.46,41.7,8.0,144.0
165.9,74.8,24.3,54.0,229.0
164.6,78.4,34.3,15.0,174.0
151.0,67.6,40.0,50.0,160.0
163.7,59.7,19.2,34.0,159.0
176.1,75.4,16.3,61.0,236.0
182.2,82.7,20.2,57.0,227.0
166.1,62.5,31.2,32.0,149.0
180.4,69.72,17.6,43.0,230.0
161.6,59.1,32.7,35.0,183.0
175.3,73.3,17.2,61.0,232.0
149.9,47.2,32.5,21.0,124.0
149.6,46.56,25.1,18.0,156.0
173.8,70.0,13.7,34.0,234.0
165.7,56.2,17.34,49.0,178.0
181.3,96.2,32.0,25.0,189.0
173.5,54.5,19.4,37.0,163.0
177.6,72.5,17.5,39.0,221.0
165.6,60.4,17.8,53.0,244.0
170.5,68.1,10.8,59.0,247.0
169.3,60.9,18.2,39.0,183.0
173.2,85.2,14.3,45.0,212.0
174.4,77.0,12.5,57.0,252.0
169.0,63.7,30.4,27.0,140.0
169.1,63.5,25.7,31.0,113.0
157.0,50.7,36.4,20.0,155.0
176.6,76.3,11.7,54.0,253.0
175.4,60.6,13.5,53.0,227.0
172.7,77.9,12.1,55.0,245.0
168.1,74.3,23.9,57.0,219.0
185.1,73.6,16.8,45.0,211.0
165.5,63.0,33.5,44.0,168.0
174.2,74.2,19.9,51.0,221.0
160.0,48.2,25.8,52.0,162.0
155.4,60.2,28.4,38.0,149.0
156.7,62.6,35.8,10.0,138.0
162.5,56.2,27.3,47.0,169.0
162.7,53.7,31.3,24.0,155.0
152.4,55.2,31.0,25.0,100.0
170.3,52.5,16.8,25.0,185.0
182.5,71.1,15.6,42.0,224.0
150.7,55.0,33.3,24.0,149.0
149.9,60.4,34.2,20.0,63.0
161.0,50.02,15.0,38.0,153.0
179.1,69.2,18.0,56.0,235.0
177.0,75.5,18.2,59.0,238.0
161.9,61.7,11.1,56.0,250.0
166.8,64.5,20.3,18.0,161.0
173.5,79.2,24.5,40.0,199.0
177.2,63.2,7.1,60.0,279.0
167.3,67.3,23.2,18.0,166.0
161.5,59.24,27.6,54.0,169.0
175.3,80.0,17.2,47.0,237.0
177.1,64.7,10.9,54.0,245.0
170.8,68.8,14.7,59.0,238.0
172.7,78.3,24.5,27.0,199.0
156.3,59.2,31.1,13.0,147.0
174.6,79.7,21.0,48.0,226.0
174.6,84.3,31.3,32.0,198.0
165.3,91.6,42.7,19.0,121.0
181.9,87.3,24.8,49.0,193.0
167.2,68.5,28.2,31.0,195.0
184.7,84.9,9.0,57.0,226.0
166.5,69.1,18.1,36.0,189.0
169.4,67.3,20.5,48.0,247.0
178.9,73.8,11.5,34.0,194.0
175.1,75.5,13.8,66.0,247.0
175.9,89.9,22.7,44.0,208.0
167.6,60.1,20.5,27.0,199.0
176.0,68.0,11.9,75.0,265.0
152.6,55.0,37.57393,0.0,117.0
179.0,81.6,18.1,51.0,237.0
169.4,60.8,23.3,62.0,191.0
170.6,68.3,25.8,14.0,202.0
173.4,81.4,31.9,23.0,178.0
172.9,76.4,26.0,50.0,220.0
173.1,81.8,30.3,29.0,165.0
165.3,60.8,22.1,36.0,200.0
162.7,52.4,22.2,49.0,195.0
176.5,69.5,10.6,52.0,233.0
168.0,68.4,28.9,40.0,175.0
162.3,58.6,32.4,9.0,123.0
181.7,76.1,18.8,47.0,175.0
175.7,77.2,12.1,60.0,228.0
178.5,81.2,13.9,49.0,234.0
166.5,62.8,22.5,56.0,215.0
160.6,60.24,29.6,28.0,151.0
170.4,75.9,25.7,30.0,187.0
174.1,82.0,28.1,33.0,202.0
165.3,69.6,33.6,43.0,169.0
176.1,89.0,31.1,39.0,206.0
165.8,65.0,14.7,45.0,185.0
174.2,87.0,23.5,26.0,215.0
171.5,71.7,21.9,52.0,210.0
164.8,78.8,25.6,28.0,169.0
176.9,71.0,16.7,51.0,222.0
161.3,61.2,34.5,23.0,128.0
180.8,78.0,16.5,43.0,181.0
184.2,80.0,10.8,71.0,202.0
169.1,73.9,22.7,25.0,144.0
158.7,50.5,31.3,32.0,151.0
172.6,70.0,18.3,30.0,211.0
176.1,77.5,16.6,53.0,240.0
161.4,55.1,29.1,32.0,163.0
172.5,74.2,30.5,31.0,161.0
153.0,43.6,20.6,47.0,173.0
158.0,53.8,25.8,29.0,170.0
164.5,71.14,32.0,37.0,177.0
167.2,60.0,27.9,46.0,173.0
159.5,54.0,26.3,27.0,161.0
173.3,71.38,20.1,20.0,153.0
158.6,49.5,24.7,37.0,177.0
172.1,67.7,16.1,34.0,232.0
153.6,54.7,39.0,38.0,137.0
163.0,61.7,20.0,49.0,220.0
166.8,73.4,13.4,69.0,247.0
158.1,62.3,34.0,40.0,163.0
164.7,69.0,14.4,57.0,234.0
150.1,67.2,39.9,25.0,125.0
169.3,57.9,8.0,53.0,238.0
169.6,56.2,29.3,40.0,168.0
173.0,67.4,20.9,41.0,208.0
176.7,88.0,28.6,52.0,166.0
157.2,58.1,30.0,43.0,193.0
178.4,72.0,27.2,29.0,167.0
153.1,52.7,29.3,27.0,144.0
181.2,86.0,23.0,44.0,222.0
165.3,55.7,26.6,37.0,157.0
159.0,61.3,27.6,28.0,142.0
185.9,78.76,18.3,39.0,219.0
159.7,51.8,21.7,34.0,192.0
177.0,87.4,17.9,58.0,238.0
179.0,80.6,10.7,57.0,247.0
162.5,55.8,30.4,35.0,177.0
169.0,77.0,30.0,36.0,189.0
171.5,68.8,24.3,20.0,175.0
182.1,83.2,8.4,62.0,245.0
183.6,96.5,30.7,55.0,204.0
175.6,77.4,24.7,39.0,215.0
169.7,75.0,23.4,42.0,193.0
160.4,56.5,24.8,35.0,173.0
163.8,61.8,31.5,52.0,200.0
168.1,68.2,23.3,36.0,181.0
170.7,108.8,35.3,35.0,199.0
150.4,60.8,31.8,22.0,122.0
168.1,63.6,30.9,10.0,126.0
176.3,81.3,25.1,51.0,210.0
171.9,69.5,32.1,34.0,141.0
173.6,70.6,26.8,30.0,182.0
155.2,57.1,32.4,13.0,159.0
159.6,43.5,19.4,45.0,155.0
175.5,66.6,15.9,39.0,208.0
159.1,51.3,29.1,24.0,154.0
186.0,95.8,19.0,60.0,239.0
174.6,65.0,15.1,57.0,227.0
157.1,52.5,28.3,42.0,165.0
168.6,60.2,24.5,32.0,159.0
172.5,69.6,27.9,38.0,210.0
183.5,71.4,17.6,44.0,208.0
171.3,74.2,25.0,40.0,177.0
167.4,51.8,13.7,50.0,178.0
162.1,49.6,21.2,38.0,166.0
163.6,69.0,40.7,9.0,112.0
174.0,75.0,22.6,44.0,202.0
176.1,70.4,22.7,50.0,242.0
178.3,61.12,19.2,42.0,200.0
164.5,64.7,25.6,30.0,176.0
168.0,75.8,26.9,61.0,253.0
169.0,63.1,8.7,52.0,255.0
177.8,70.1,7.3,59.0,238.0
182.0,88.2,18.1,51.0,245.0
171.4,62.1,11.5,55.0,243.0
173.4,72.32,18.7,52.0,229.0
180.3,79.9,14.2,44.0,234.0
151.2,47.1,21.4,38.0,159.0
170.3,70.1,22.3,45.0,222.0
158.2,54.1,35.5,40.0,162.0
164.6,52.8,25.4,51.0,192.0
160.7,63.6,33.4,0.0,111.0
175.6,60.5,14.8,46.0,235.0
148.8,63.18,36.5,14.0,120.0
187.6,80.7,16.7,46.0,255.0
173.2,76.4,15.2,47.0,212.0
179.8,75.3,14.9,54.0,235.0
171.2,68.1,20.7,46.0,202.0
170.0,70.3,13.9,56.0,248.0
160.8,55.1,18.2,71.0,234.0
168.1,67.1,17.7,44.0,228.0
174.4,64.4,29.1,45.0,156.0
157.2,51.2,22.1,45.0,180.0
168.6,82.0,27.7,26.0,191.0
148.6,54.8,34.2,9.0,122.0
176.4,83.1,25.2,37.0,186.0
176.5,78.8,24.7,61.0,165.0
173.1,61.7,16.8,44.0,189.0
172.5,72.7,26.1,36.0,225.0
176.0,75.3,31.3,40.0,189.0
167.2,64.9,31.3,33.0,163.0
178.6,71.4,21.01,45.0,232.0
171.5,74.34,27.3,30.0,194.0
164.0,62.1,33.0,27.0,194.0
161.6,57.4,27.3,42.0,168.0
165.1,60.1,12.2,58.0,243.0
161.9,50.6,22.0,47.0,172.0
181.4,94.0,25.1,60.0,189.0
167.7,68.94,21.9,44.0,238.0
172.5,74.2,27.2,31.0,179.0
185.2,77.7,13.5,55.0,226.0
166.6,68.1,17.4,38.0,203.0
169.5,76.0,25.7,40.0,225.0
169.8,71.0,24.6,31.0,227.0
170.6,66.5,14.7,57.0,263.0
164.0,64.0,25.8,26.0,170.0
173.0,65.54,11.9,47.0,239.0
177.0,75.2,24.9,36.0,175.0
157.4,54.1,20.8,34.0,147.0
174.9,71.5,18.6,34.0,187.0
178.2,82.4,25.7,47.0,240.0
175.2,87.5,26.6,34.0,214.0
183.4,77.8,8.7,55.0,253.0
173.0,67.6,16.8,60.0,248.0
170.0,75.5,20.6,40.0,216.0
156.5,50.8,30.0,42.0,194.0
172.3,83.8,31.8,30.0,189.0
172.9,59.4,11.0,58.0,224.0
156.0,52.3,26.5,31.0,150.0
174.1,61.0,7.4,36.0,210.0
176.0,74.8,14.0,45.0,240.0
158.8,45.2,21.1,30.0,172.0
161.2,58.1,32.1,7.0,108.0
173.3,66.6,12.6,59.0,235.0
151.9,54.7,34.3,22.0,155.0
169.0,55.1,15.4,31.0,166.0
170.1,100.0,37.7,12.0,156.0
177.7,83.4,18.2,48.0,226.0
165.0,59.9,19.9,43.0,205.0
169.8,75.9,24.1,38.0,239.0
173.0,67.6,12.0,60.0,231.0
174.3,77.0,27.2,54.0,213.0
165.8,56.7,15.7,52.0,200.0
156.1,53.8,31.1,42.0,160.0
162.6,55.4,30.8,57.0,177.0
157.0,49.1,30.7,51.0,167.0
154.7,46.8,28.4,15.0,150.0
161.3,61.2,24.1,52.0,196.0
156.0,44.4,19.6,19.0,140.0
156.2,68.1,34.4,28.0,169.0
175.6,77.8,13.7,54.0,179.0
160.3,62.16,32.2,26.0,166.0
173.5,78.2,23.9,33.0,214.0
175.3,85.4,21.1,35.0,218.0
153.5,55.0,26.3,19.0,125.0
167.0,65.3,17.7,54.0,227.0
159.0,67.4,38.1,21.0,149.0
165.0,58.4,17.4,46.0,206.0
176.4,79.3,18.5,59.0,230.0
171.1,65.3,19.3,48.0,195.0
161.1,73.1,28.6,40.0,165.0
161.0,53.5,26.1,38.0,178.0
184.7,91.6,27.3,44.0,208.0
164.8,67.4,20.3,60.0,214.0
171.8,77.5,26.0,23.0,180.0
168.6,59.0,16.3,53.0,238.0
177.0,70.6,14.0,51.0,205.0
167.0,69.0,24.6,25.0,191.0
165.6,53.3,21.6,40.0,185.0
168.9,56.3,25.9,33.0,114.0
159.5,52.5,23.4,27.0,150.0
167.3,61.4,16.4,67.0,240.0
174.7,62.6,8.8,57.0,221.0
185.9,73.0,15.3,36.0,218.0
160.4,78.1,35.5,41.0,170.0
174.8,67.5,13.3,53.0,217.0
162.4,64.4,25.0,35.0,198.0
181.4,81.12,25.2,42.0,178.0
179.4,78.6,16.5,56.0,245.0
157.1,52.7,16.7,49.0,176.0
176.4,75.3,30.7,31.0,183.0
172.0,74.3,25.9,41.0,200.0
154.4,55.5,34.2,16.0,113.0
155.7,59.0,26.0,50.0,151.0
171.6,75.8,30.25304,19.0,152.0
182.9,72.4,12.3,45.0,225.0
176.1,69.2,11.3,42.0,238.0
165.8,57.9,26.3,52.0,203.0
171.1,71.9,22.3,45.0,233.0
160.3,56.8,35.9,29.0,90.0
174.4,69.0,21.5,47.0,196.0
174.0,63.3,12.4,36.0,194.0
156.7,70.2,36.6,14.0,166.0
161.3,51.4,31.1,10.0,100.0
166.7,69.8,21.7,51.0,198.0
176.3,69.7,25.3,44.0,196.0
154.3,57.2,35.2,9.0,126.0
171.0,79.9,31.3,15.0,131.0
178.4,78.6,15.7,47.0,235.0
188.0,92.2,23.8,55.0,250.0
182.3,86.4,21.3,27.0,190.0
177.9,87.8,20.8,58.0,218.0
151.4,55.5,31.4,33.0,113.0
153.0,56.5,33.5,21.0,118.0
154.6,54.0,31.8,0.0,160.0
183.4,83.6,14.1,51.0,231.0
173.9,58.4,16.5,38.0,210.0
175.2,67.2,14.5,50.0,235.0
170.7,74.1,21.7,44.0,230.0
173.9,76.7,19.3,44.0,237.0
164.3,65.86,18.5,38.0,169.0
159.6,63.1,32.3,18.0,117.0
166.5,60.5,19.1,42.0,220.0
155.7,74.2,42.4,0.0,100.0
176.9,83.9,19.8,54.0,230.0
186.1,97.4,25.6,36.0,199.0
177.3,74.0,19.9,30.0,210.0
156.0,51.0,29.2,14.0,95.0
149.4,49.9,38.8,16.0,114.0
157.5,56.3,28.4,26.0,132.0
154.2,49.3,30.7,44.0,154.0
162.3,61.2,21.7,38.0,163.0
165.7,66.1,32.2,49.0,185.0
166.3,65.3,30.7,23.0,102.0
153.9,54.4,26.1,40.0,137.0
167.7,57.3,22.5,50.0,174.0
156.1,49.4,25.1,38.0,137.0
178.6,88.2,24.0,62.0,242.0
156.0,50.0,18.2,35.0,190.0
153.8,52.3,28.0,18.0,124.0
176.0,80.0,11.1,54.0,253.0
166.1,64.6,17.9,43.0,185.0
172.4,69.3,20.1,63.0,214.0
168.8,87.3,20.6,68.0,230.0
163.8,68.5,30.9,26.0,182.0
167.7,66.5,23.1,34.0,211.0
169.5,66.7,16.6,60.0,254.0
164.4,63.5,14.0,61.0,228.0
172.5,83.4,24.6,50.0,201.0
154.1,47.1,28.7,6.0,132.0
172.6,63.5,13.4,50.0,218.0
175.2,73.9,19.1,55.0,252.0
173.6,74.7,18.7,48.0,199.0
168.1,73.9,17.5,43.0,194.0
157.7,56.4,27.4,0.0,104.0
162.1,62.0,21.0,53.0,195.0
158.8,56.9,27.6,37.0,172.0
176.2,76.1,20.4,60.0,201.0
152.8,70.1,37.4,11.0,118.0
159.0,63.1,30.9,30.0,155.0
165.6,67.6,25.7,41.0,188.0
160.3,57.48,27.2,27.0,148.0
174.0,78.1,22.5,43.0,212.0
162.7,57.2,26.8,43.0,188.0
160.7,53.4,24.7,40.0,157.0
178.3,93.5,27.3,47.0,222.0
171.8,53.9,20.1,50.0,162.0
181.8,81.1,21.7,52.0,217.0
169.5,85.1,25.2,48.0,203.0
160.9,61.1,33.5,22.0,132.0
179.2,76.5,12.6,50.0,215.0
159.3,55.0,27.4,48.0,158.0
170.8,61.4,17.1,51.0,198.0
177.6,89.2,27.2,49.0,225.0
165.3,51.8,28.6,37.0,165.0
161.0,55.9,28.2,45.0,180.0
164.5,44.6,19.4,33.0,169.0
173.5,77.1,19.1,61.0,233.0
171.8,66.8,14.9,51.0,220.0
154.9,68.0,40.6,12.0,122.0
164.3,36.5,19.3,52.0,224.0
161.3,70.4,35.4,13.0,107.0
152.0,49.3,27.0,15.0,117.0
177.7,71.6,11.4,58.0,231.0
174.9,83.3,29.4,40.0,211.0
165.4,51.2,26.4,38.0,140.0
176.5,80.7,23.4,59.0,248.0
169.9,69.4,16.4,42.0,201.0
173.1,77.7,21.1,50.0,224.0
166.2,49.0,19.9,46.0,199.0
178.4,74.84,12.9,55.0,243.0
168.7,67.2,29.6,31.0,170.0
161.3,57.2,29.1,30.0,163.0
179.3,82.6,13.8,76.0,283.0
167.4,62.0,15.2,58.0,183.0
171.0,85.0,23.3,42.0,241.0
173.9,66.4,12.0,54.0,260.0
165.5,53.1,26.7,38.0,149.0
163.0,57.0,30.0,20.0,108.0
156.6,64.6,31.0,22.0,194.0
177.8,68.5,17.0,41.0,191.0
172.2,64.1,15.7,37.0,200.0
168.2,72.5,22.7,30.0,144.0
157.8,57.5,32.3,42.0,160.0
184.0,87.7,16.1,63.0,253.0
164.5,64.02,17.8,26.0,205.0
168.8,74.8,24.5,50.0,192.0
168.1,62.5,25.5,23.0,164.0
163.3,59.7,22.1,59.0,183.0
173.8,68.1,19.5,34.0,197.0
153.7,54.72,30.6,39.0,148.0
182.7,80.0,17.2,46.0,222.0
154.5,60.4,33.8,28.0,165.0
176.2,73.5,19.2,46.0,177.0
160.0,69.98,24.9,24.0,184.0
155.8,52.5,32.3,28.0,137.0
169.1,74.3,23.2,32.0,178.0
175.7,82.1,24.2,36.0,234.0
161.8,57.7,21.7,50.0,190.0
175.6,72.6,14.3,56.0,251.0
169.3,78.3,25.3,45.0,190.0
165.8,55.4,34.5,19.0,152.0
167.4,71.2,23.2,47.0,178.0
165.6,69.58,24.0,33.0,200.0
176.8,106.6,36.8,25.0,160.0
181.3,93.8,23.9,49.0,216.0
176.5,77.9,17.5,40.0,211.0
162.7,54.4,27.0,35.0,160.0
148.0,66.3,10.7,56.0,250.0
153.6,59.1,39.2,6.0,111.0
171.5,64.3,19.8,27.0,160.0
153.0,64.6,31.4,0.0,0.0
169.5,55.56,27.3,23.0,142.0
159.7,49.3,27.2,31.0,172.0
179.9,72.1,19.7,55.0,246.0
177.7,82.04,25.8,42.0,195.0
167.3,53.5,16.4,40.0,182.0
162.6,55.8,21.6,52.0,193.0
167.3,56.1,15.6,44.0,208.0
160.6,61.3,23.2,46.0,171.0
161.4,52.3,24.8,31.0,114.0
171.7,59.3,24.0,31.0,163.0
169.2,70.8,13.9,55.0,260.0
169.0,66.0,9.7,57.0,259.0
175.9,71.5,19.5,46.0,177.0
177.0,71.8,14.5,65.0,240.0
161.1,57.5,15.7,31.0,157.0
168.4,75.7,32.0,46.0,167.0
160.1,62.7,36.1,32.0,143.0
160.6,64.88,34.4,35.0,160.0
164.2,68.5,25.2,46.0,215.0
177.2,79.3,24.0,48.0,187.0
165.5,58.9,16.1,22.0,163.0
162.9,63.9,28.3,29.0,90.0
170.3,65.8,21.0,46.0,187.0
156.4,76.8,45.1,0.0,105.0
179.3,86.7,25.5,27.0,193.0
173.2,98.5,35.3,24.0,201.0
155.7,50.2,29.7,14.0,126.0
160.6,59.0,24.8,45.0,210.0
176.1,72.7,16.4,39.0,186.0
175.3,69.3,18.8,49.0,219.0
172.3,104.5,30.7,38.0,210.0
158.4,50.4,28.3,40.0,155.0
182.3,80.3,22.0,34.0,199.0
171.9,78.46,22.9,46.0,219.0
170.0,72.6,22.3,24.0,165.0
152.3,48.2,25.9,31.0,174.0
181.3,93.2,24.0,54.0,230.0
181.7,115.2,42.6,52.0,194.0
157.7,47.2,22.0,30.0,132.0
169.6,69.6,15.9,37.0,202.0
169.4,72.8,43.6,33.0,143.0
162.9,72.2,21.4,65.0,237.0
161.0,58.3,32.8,37.0,147.0
165.5,49.1,22.3,49.0,177.0
162.7,74.5,24.9,24.0,169.0
164.0,56.3,25.1,41.0,139.0
161.7,74.8,29.6,44.0,208.0
172.5,75.92,21.4,43.0,190.0
180.6,84.1,22.6,52.0,220.0
179.1,74.7,13.2,62.0,259.0
175.2,85.4,18.9,54.0,253.0
177.3,76.6,23.3,44.0,180.0
177.5,74.2,13.7,64.0,233.0
157.6,57.2,34.4,17.0,110.0
171.4,73.9,16.4,37.0,202.0
182.0,81.2,19.3,52.0,193.0
166.2,58.8,37.1,32.0,144.0
156.9,52.5,34.6,19.0,145.0
178.0,85.7,20.0,54.0,209.0
169.9,58.8,13.7,52.0,202.0
159.9,62.7,35.9,5.0,78.0
165.7,69.3,31.7,40.0,192.0
169.7,64.9,15.9,57.0,225.0
160.0,62.4,27.6,40.0,161.0
158.8,43.2,29.1,25.0,132.0
155.0,54.4,22.6,42.0,171.0
162.2,51.7,29.2,44.0,183.0
157.2,48.32,17.5,43.0,183.0
165.7,57.0,20.1,40.0,194.0
174.5,62.4,13.7,46.0,229.0
154.8,51.3,40.3,17.0,112.0
177.3,100.6,36.5,30.0,180.0
163.6,54.0,19.9,47.0,160.0
150.6,50.9,35.6,22.0,127.0
181.7,94.0,27.6,26.0,217.0
148.4,50.1,28.1,13.0,130.0
171.5,89.2,30.2,36.0,199.0
183.1,70.8,12.0,44.0,235.0
161.1,66.3,33.1,51.0,170.0
176.0,78.4,22.8,46.0,205.0
160.7,70.4,38.1,33.0,165.0
171.1,69.8,19.7,36.0,154.0
171.5,69.1,28.5,34.0,190.0
178.0,64.0,13.0,48.0,244.0
163.2,59.1,26.5,51.0,154.0
162.8,65.8,29.8,21.0,133.0
174.5,71.0,21.8,42.0,220.0
179.6,81.9,21.7,44.0,217.0
152.0,49.8,34.3,15.0,135.0
180.7,74.5,19.2,41.0,185.0
178.2,78.3,25.8,47.0,202.0
169.9,95.5,33.0,30.0,190.0
155.8,53.7,24.2,31.0,174.0
155.4,51.3,35.6,12.0,116.0
181.0,59.4,9.7,51.0,245.0
150.1,42.3,22.4,12.0,120.0
161.1,50.6,24.0,51.0,160.0
181.9,106.9,23.2,38.0,223.0
167.8,69.8,23.2,56.0,210.0
171.7,65.1,11.8,46.0,242.0
173.2,74.0,25.5,44.0,193.0
177.2,81.2,17.5,56.0,226.0
170.5,74.8,13.7,57.0,199.0
177.8,71.2,24.1,27.0,164.0
170.9,64.5,24.1,50.0,190.0
169.8,70.0,16.9,49.0,211.0
175.9,84.66,24.7,25.0,185.0
168.0,81.0,18.9,51.0,248.0
167.8,65.7,30.1,43.0,174.0
172.1,77.5,20.4,43.0,239.0
159.3,52.9,15.4,48.0,190.0
169.8,66.9,21.1,34.0,175.0
182.8,85.0,15.2,45.0,210.0
182.0,80.2,24.0,52.0,185.0
159.6,65.9,33.8,41.0,174.0
176.1,91.8,35.0,32.0,181.0
167.8,68.6,36.0,18.0,126.0
163.8,68.58,23.0,35.0,181.0
172.8,73.6,29.0,31.0,185.0
170.3,67.1,23.1,34.0,177.0
163.4,54.9,26.3,25.0,177.0
172.9,62.3,12.6,49.0,242.0
160.0,54.0,21.7,29.0,180.0
160.2,56.9,22.5,36.0,182.0
170.2,79.7,13.2,64.0,259.0
167.9,57.6,20.6,44.0,148.0
164.9,61.6,20.9,27.0,189.0
162.8,52.2,20.9,52.0,167.0
159.9,56.7,26.4,23.0,142.0
183.0,71.1,15.4,54.0,222.0
168.6,81.5,20.3,67.0,226.0
166.3,67.12,16.6,44.0,228.0
179.8,82.5,24.6,40.0,204.0
178.0,72.4,14.1,67.0,263.0
162.8,53.6,19.5,46.0,161.0
166.8,64.0,21.4,36.0,197.0
161.2,63.8,29.8,35.0,138.0
174.6,70.3,13.3,56.0,213.0
184.2,87.1,24.8,25.0,207.0
156.6,64.9,29.8,22.0,145.0
177.5,83.1,29.7,41.0,167.0
160.1,48.0,21.7,49.0,178.0
178.3,76.1,15.2,55.0,200.0
165.9,50.1,17.4,36.0,183.0
164.1,70.5,26.1,56.0,211.0
178.4,88.2,21.6,50.0,233.0
174.2,68.2,19.4,48.0,213.0
178.5,81.3,18.3,61.0,195.0
160.6,56.6,31.0,35.0,144.0
149.2,62.2,37.3,10.0,131.0
174.1,74.4,17.2,48.0,214.0
149.6,46.7,32.5,20.0,135.0
156.3,45.9,31.6,26.0,105.0
169.6,70.1,22.2,50.0,214.0
162.4,61.7,23.1,41.0,169.0
173.8,73.7,22.6,44.0,218.0
162.1,54.0,9.0,46.0,194.0
158.4,62.2,36.2,11.0,146.0
175.5,81.1,22.0,45.0,229.0
